id	pid	snippet	core
p377-10.200	10.200	キャプティブ保険との取引について移転価格とのかかわり合いを検討する ためには、まず最初に、実際の取引を正確に描写することを目的に、関連者の商	text/oecd-tpg-2022/ch10-pack-05.txt
p377-10.201	10.201	保険には、保険会社による保険リスクの引き受けが必要である。保険金の 請求がなされた場合、保険契約者は、保険金が支払われることによって損失が相	text/oecd-tpg-2022/ch10-pack-05.txt
p377-10.202	10.202	キャプティブ保険の見地から見れば、キャプティブ保険が、保険がかかっ ているリスクのマイナスの結果及び大きな損失の可能性にさらされているという	text/oecd-tpg-2022/ch10-pack-05.txt
p378-10.203	10.203	保険は、リスク分散も必要としている。リスク分散は、それによって保険 会社が資本の効率的な利用を達成するための、リスクのポートフォリオのプーリ	text/oecd-tpg-2022/ch10-pack-05.txt
p378-10.204	10.204	リスク分散は、保険ビジネスの中核である。非相関リスクと多様な地理的 エクスポージャーとの組み合わせによって効率的な資本の利用がもたらされ、保	text/oecd-tpg-2022/ch10-pack-06.txt
p378-10.205	10.205	キャプティブ保険は、その多国籍企業グループの内部のリスクだけではな く、（パラグラフ 10.190 におけるキャプティブ保険の定義の範囲内で	text/oecd-tpg-2022/ch10-pack-06.txt
p378-10.206	10.206	もう一つの方法として、多国籍企業グループの規模、キャプティブ保険が 非相関リスク又は完全な相関リスクよりも弱い相関リスクと多様な地理的エクス	text/oecd-tpg-2022/ch10-pack-06.txt
p378-10.207	10.207	とりわけ、内部のリスク分散は、外部のリスク分散を通じて達成される資 本効率よりも低い資本効率を引き起こすかもしれない。それゆえに、内部リスク	text/oecd-tpg-2022/ch10-pack-06.txt
p379-10.208	10.208	キャプティブ保険が、意味のあるリスク分散を達成するための規模を欠い ていたり、あるいは、多国籍企業グループの比較的分散の少ないポートフォリオ	text/oecd-tpg-2022/ch10-pack-06.txt
p379-10.209	10.209	キャプティブ保険が関係する実際の取引の正確な描写のプロセスにおいて、 保険証書の発行すなわち保険の引き受けに付随する経済的な関連するリスクを	text/oecd-tpg-2022/ch10-pack-06.txt
p379-10.210	10.210	キャプティブ保険と関係するシナリオにおける実際の取引の正確な描写に は、キャプティブ保険が、引き受け機能に付随する経済的に重要なリスク（得に	text/oecd-tpg-2022/ch10-pack-06.txt
p379-10.211	10.211	恒久的施設への利得帰属に関する報告書の第 IV 部は、引き受け方針の設 定、保険がかかっているリスクの分類及び選定、保険料（価格）の設定、リ	text/oecd-tpg-2022/ch10-pack-06.txt
p380-10.212	10.212	キャプティブ保険が、適切なスキル、専門知識及びリソースを利用するこ とができず、それゆえに、キャプティブ保険が、引き受けに付随するリスクに関	text/oecd-tpg-2022/ch10-pack-06.txt
p380-10.213	10.213	多くの場合、引き受け機能の一定の側面を外部委託することは、保険ビジ ネスの運営に要求される最低限の規制基準に反することになる。しかしながら、	text/oecd-tpg-2022/ch10-pack-06.txt
p380-10.214	10.214	再保険キャプティブは、保険証書を直接には発行せず、「フロンティン グ」として知られる協定に基づく再保険として運営する、特殊なタイプのキャプテ	text/oecd-tpg-2022/ch10-pack-06.txt
p381-10.215	10.215	フロンティング協定を正確に描写するには、キャプティブ保険について述べ たのと同一の原則が適用される。しかし、フロンティング協定は、保険及び再	text/oecd-tpg-2022/ch10-pack-06.txt
p381-10.216	10.216	以下のパラグラフでは、キャプティブ保険及び再保険が関係するグループ内での取 引の価格設定に対する様々なアプローチを概説する。各事案は、それ自	text/oecd-tpg-2022/ch10-pack-06.txt
p381-10.217	10.217	比較可能な非関連者間価格は、非関連者の間の比較可能な協定から得るこ とができるかもしれない。もしもキャプティブ保険が非関連者である顧客と適切	text/oecd-tpg-2022/ch10-pack-06.txt
p381-10.218	10.218	キャプティブ保険が関係する取引に対する CUP 法の適用は、差異調整の必 要性及び定量化の決定に当たって実務上の困難に直面するかもしれない。	text/oecd-tpg-2022/ch10-pack-06.txt
p382-10.219	10.219	もう一つの方法として、保険数理分析が、特定のリスクの保険について、 独立企業間で要求される可能性がある保険料を独自に決定するために適切な方法	text/oecd-tpg-2022/ch10-pack-06.txt
p382-10.220	10.220	保険金請求の収益性と自己資本利益率との両方を前提とする二段階アプロ ーチを参照して、キャプティブ保険の独立企業間の収益性を考慮することによっ	text/oecd-tpg-2022/ch10-pack-06.txt
p383-10.221	10.221	キャプティブ保険の自己資本比率規制は、非関連者と保険契約をする保険 会社と比較して非常に低い可能性があることを認識することが重要である。この	text/oecd-tpg-2022/ch10-pack-06.txt
p383-10.222	10.222	多国籍企業グループが、多国籍企業グループの外部でリスクに保険をかけ てリスクから脱却するために、再保険マーケットにアクセスできるようキャプテ	text/oecd-tpg-2022/ch10-pack-06.txt
p384-10.223	10.223	例えば、製造業を営む多国籍企業グループが、全世界の異なった地域に 50 社の子会社を持っており、その全てが相当な地震のリスクがある地域に所在	text/oecd-tpg-2022/ch10-pack-06.txt
p384-10.224	10.224	保険契約が保険会社から保険契約者に直接に販売されない場合には、通常、 当初の販売を取り決めた当事者に対して、報酬が支払われる。ある一定の状況	text/oecd-tpg-2022/ch10-pack-06.txt
p384-10.225	10.225	例えば、A 社は、大通りに店を持つ高額な新しいテクノロジーの消費財の 小売業者である。販売の時点で、A は第三者である顧客に対して、3 年間	text/oecd-tpg-2022/ch10-pack-06.txt
p385-10.226	10.226	Aと Bとの間の取引の条件が、独立した企業の間でなされるであろうものと 相違する理由を検討する場合には、保険の高水準の収益性がどのようにして	text/oecd-tpg-2022/ch10-pack-07.txt
