id	pid	snippet	core
j06-6-22	6-22	確認法人から事前確認の更新の申出がなされた場合には、6-1から6-21までの取扱いに準じて所要の処理を行う。	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-23	6-23	確認申出法人から確認対象事業年度における独立企業間価格の算定方法等を確認対象事業年度前の各事業年度（その事業年度が連結事業年度に該当する場合には、当該連結事業年度を含む。以下6-23において同じ。）に準用したい旨の申出があった場合において、	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-24	6-24	(1) 確認申出法人が連結法人となった場合で、その法人（以下「連結加入等法人」という。）が引き続き事前確認の申出を行うときは、連結加入等法人に係る連結親法人の所轄税務署長は、当該連結親法人に対し、「連結加入等法人の事前確認の継続届出書」を別	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-3	6-3	(1) 所轄税務署長等は、事前確認の申出を行った法人（以下「確認申出法人」という。）に対し、確認申出書に次に掲げる資料を添付すること及び当該資料に誤り又は変更があった場合には、速やかに局担当課に連絡することを求める。 イ 確認対象取引の内容	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-4	6-4	署法人課税部門又は局調査課は、確認申出書に添付された資料のうち、外国語で記載されたものがある場合には、確認申出法人に対して日本語による翻訳文を添付するよう求める。	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-5	6-5	署法人課税部門又は局調査課は、収受した確認申出書の記載事項について記載誤り若しくは記載漏れがないかどうか又は6-3(1)に掲げる資料が添付されているかどうか等について検討し、不備がある場合には、確認申出法人に対して補正を求める。	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-6	6-6	署法人課税部門は、収受した確認申出書2部（確認申出法人が相互協議を伴う事前確認を求めている場合には3部）を速やかに局法人課税課に送付し、局法人課税課は、うち1部（確認申出法人が相互協議を伴う事前確認を求めている場合には2部）を速やかに国税庁	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-7	6-7	確認対象事業年度は、原則として3事業年度から5事業年度とする。	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-8	6-8	確認申出法人から事前確認の申出の修正に係る書類の提出があった場合には、6-5及び6-6の取扱いに準じて処理を行う。	text/nta-tp-audit/jimu-ch06-pack-01.txt
j06-6-9	6-9	確認申出法人から事前確認の申出の取下書の提出があった場合には、6-5及び6-6の取扱いに準じて処理を行う。	text/nta-tp-audit/jimu-ch06-pack-01.txt
j07-all	7-all	(別添) 移転価格事務運営要領 第1章から第6章まで及び別冊「移転価格税制の適用に当たっての参考事例集」の定めは、措置法第66条の4に関し、日台相互協議指針1(5)（用語の意義）に定める相互協議が行われる場合について準用する。この場合におい	text/nta-tp-audit/jimu-ch07-pack-00.txt
j08-8-1	8-1	令和４年４月１日以後の連結法人に係る移転価格税制（旧措置法第68条の88の規定（第３項を除く。）をいう。第８章において同じ。）に関する事務運営についてはこの章の取扱いによることとし、この場合の用語の意義及び事務運営の基本方針（別冊の活用を含	text/nta-tp-audit/jimu-ch08-pack-00.txt
j08-8-2	8-2	連結事業年度の連結所得に係る国外移転所得金額等の取扱いについては次の(1)から(3)までに定めるところによる。なお、令和４年４月１日以後に開始する事業年度の国外移転所得金額等の取扱いについては、第５章の取扱いによることに留意する。 (1) 	text/nta-tp-audit/jimu-ch08-pack-00.txt
j08-8-3	8-3	連結事業年度に係る事前確認の事務運営については、第６章の取扱いを準用する。 この場合における６−15の取扱いについては、事前確認の対象となる取引を行う連結法人が連結事業年度において連結子法人である場合には、事前確認の申出を行った連結親法人の	text/nta-tp-audit/jimu-ch08-pack-00.txt
j08-8-4	8-4	(1) 事前確認（連結事業年度及び令和４年４月１日以後に開始する事業年度について確認を受けようとする事前確認に限る。）を受けようとする国外関連取引を行う法人（以下８−４において「継続確認対象法人」という。）が、当該事業年度において行う当該国	text/nta-tp-audit/jimu-ch08-pack-00.txt
j08-8-5	8-5	(1) 事前確認（連結事業年度及び令和４年４月１日以後に開始する事業年度について確認を受けようとする事前確認に限る。）を受けた国外関連取引を行う法人（以下８−５において「継続確認法人」という。）が、当該事業年度において行う当該国外関連取引（	text/nta-tp-audit/jimu-ch08-pack-00.txt
j08-8-6	8-6	法人が、令和４年４月１日以後に開始する事業年度において行う国外関連取引についてのみ事前確認を受けようとする場合には、当該法人が連結事業年度において連結子法人に該当するときであっても、第６章の取扱いによることとする。この場合においては、連結指	text/nta-tp-audit/jimu-ch08-pack-00.txt
bessatsu-preface	preface	別 冊 移転価格税制の適用に当たっての参考事例集 【留意事項】 本事例集は、移転価格事務運営要領（事務運営指針）の適用上のポイントを示す観点から、 一定の前提条件を置いた事例の下での移転価格税制上の取扱いを取りまとめたものである。 事例につ	text/nta-tp-audit/bessatsu-pack-00.txt
b-ex01	事例1	第一章 独立企業間価格の算定方法の選定に関する事例 (6) その他の事例 【事例１】（独立価格比準法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり独立価格比準法が最も適切な方法と認められる事例 ≪前提条件≫ ［取引関係図］ ［日	text/nta-tp-audit/bessatsu-pack-01.part-01.txt
b-ex02	事例2	第一章 独立企業間価格の算定方法の選定に関する事例 (5) 基本三法を適用する上での比較対象取引が複数ある場合において、それらの取引に係 【事例２】（再販売価格基準法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり再販売価格基準法	text/nta-tp-audit/bessatsu-pack-02.txt
b-ex03	事例3	第一章 独立企業間価格の算定方法の選定に関する事例 (5) 基本三法を適用する上での比較対象取引が複数ある場合において、それらの取引に係 【事例３】（原価基準法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり原価基準法が最も適切な	text/nta-tp-audit/bessatsu-pack-02.txt
b-ex04	事例4	第一章 独立企業間価格の算定方法の選定に関する事例 (5) 基本三法を適用する上での比較対象取引が複数ある場合において、それらの取引に係 【事例４】（独立価格比準法に準ずる方法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり独立価	text/nta-tp-audit/bessatsu-pack-03.txt
b-ex05	事例5	第一章 独立企業間価格の算定方法の選定に関する事例 (5) 基本三法を適用する上での比較対象取引が複数ある場合において、それらの取引に係 【事例５】（原価基準法に準ずる方法と同等の方法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当た	text/nta-tp-audit/bessatsu-pack-04.txt
b-ex06	事例6	第一章 独立企業間価格の算定方法の選定に関する事例 (2) 役務提供取引 【事例６】（取引単位営業利益法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり取引単位営業利益法（又は取引単位営業利益法に準ずる方法と 同等の方法）が最も適	text/nta-tp-audit/bessatsu-pack-05.txt
b-ex07	事例7	第一章 独立企業間価格の算定方法の選定に関する事例 (3) 営業費用売上総利益率に基づく方法 【事例７】（寄与度利益分割法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり寄与度利益分割法（又は寄与度利益分割法と同等の方法）が最 も	text/nta-tp-audit/bessatsu-pack-06.txt
b-ex08	事例8	第一章 独立企業間価格の算定方法の選定に関する事例 (3) 営業費用売上総利益率に基づく方法 【事例８】（残余利益分割法を用いる場合） ≪ポイント≫ 独立企業間価格の算定に当たり残余利益分割法に準ずる方法が最も適切な方法と認められる 事例 	text/nta-tp-audit/bessatsu-pack-07.txt
b-ex09	事例9	第一章 独立企業間価格の算定方法の選定に関する事例 (3) 営業費用売上総利益率に基づく方法 【事例９】（ディスカウント・キャッシュ・フロー法に準ずる方法と同等の方法を用いる場合） ≪ポイント≫ 無形資産の譲渡取引について、独立企業間価格の	text/nta-tp-audit/bessatsu-pack-07.txt
b-ex10	事例10	第一章 独立企業間価格の算定方法の選定に関する事例 (3) 営業費用売上総利益率に基づく方法 【事例１０】（差異の調整） ≪ポイント≫ 比較対象取引に係る差異の調整に関する事例 ≪前提条件≫ ［取引関係図］ ［日本］ ［Ｘ国］ 製品Ａ購入 	text/nta-tp-audit/bessatsu-pack-07.txt
b-ex11	事例11	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (1) 無形資産の取扱いに関する事例 【事例１１】（研究開発及びマーケティング活動により形成された無形資産） ≪ポイント≫ 研究開発活動や販売・マーケティング活動により形成	text/nta-tp-audit/bessatsu-pack-08.txt
b-ex12	事例12	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (1) 無形資産の取扱いに関する事例 【事例１２】（販売網及び品質管理ノウハウに関する無形資産） ≪ポイント≫ グローバルな販売網や独自の品質管理ノウハウの取扱いに関する事	text/nta-tp-audit/bessatsu-pack-08.txt
b-ex13	事例13	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (1) 無形資産の取扱いに関する事例 【事例１３】（従業員等の事業活動を通じて企業に蓄積されたノウハウ等の無形資産） ≪ポイント≫ 従業員等の事業活動を通じて企業に蓄積され	text/nta-tp-audit/bessatsu-pack-08.txt
b-ex14	事例14	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) Ｐ社がＳ社に対して行う事業判断等の内容 【事例１４】（無形資産の形成・維持・発展への貢献） ≪ポイント≫ 無形資産の形成・維持・発展に対する法人及び国外関連者の貢献	text/nta-tp-audit/bessatsu-pack-09.txt
b-ex15	事例15	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) Ｐ社がＳ社に対して行う事業判断等の内容 【事例１５】（無形資産の形成費用のみ負担している場合の取扱い） ≪ポイント≫ 国外関連者が、法人の研究開発費用の一部を負担し	text/nta-tp-audit/bessatsu-pack-09.txt
b-ex16	事例16	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) Ｐ社がＳ社に対して行う事業判断等の内容 【事例１６】（出向者が使用する法人の無形資産） ≪ポイント≫ 法人の社員が国外関連者に出向し、法人の無形資産を使用して業務を	text/nta-tp-audit/bessatsu-pack-09.txt
b-ex17	事例17	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (2) 利益分割法の適用に当たり共通的な留意事項に関する事例 【事例１７】（連鎖取引における利益分割法の適用範囲） ≪ポイント≫ 取引が連鎖している場合において、複数の国外	text/nta-tp-audit/bessatsu-pack-09.txt
b-ex18	事例18	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (2) 利益分割法の適用に当たり共通的な留意事項に関する事例 【事例１８】（利益分割法の適用範囲から除くことのできる取引） ≪ポイント≫ 取引が連鎖している場合において、通	text/nta-tp-audit/bessatsu-pack-10.txt
b-ex19	事例19	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (2) 利益分割法の適用に当たり共通的な留意事項に関する事例 【事例１９】（分割対象利益等の算出） ≪ポイント≫ 利益分割法における分割対象利益等の算出に関する事例 ≪前提	text/nta-tp-audit/bessatsu-pack-10.txt
b-ex20	事例20	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) 残余利益分割法の適用に当たっての留意事項に関する事例 【事例２０】（人件費較差による利益の取扱い） ≪ポイント≫ 生産拠点を人件費等の低い外国に移管することにより、	text/nta-tp-audit/bessatsu-pack-10.txt
b-ex21	事例21	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) 残余利益分割法の適用に当たっての留意事項に関する事例 【事例２１】（市場特性、市況変動等による利益の取扱い） ≪ポイント≫ 法人又は国外関連者の利益に対して、市場の	text/nta-tp-audit/bessatsu-pack-11.txt
b-ex22	事例22	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) 残余利益分割法の適用に当たっての留意事項に関する事例 【事例２２】（基本的利益の計算） ≪ポイント≫ 残余利益分割法の適用における基本的利益の計算に関する事例 ≪前	text/nta-tp-audit/bessatsu-pack-11.txt
b-ex23	事例23	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (3) 残余利益分割法の適用に当たっての留意事項に関する事例 【事例２３】（残余利益等の分割要因） ≪ポイント≫ 無形資産の形成・維持・発展のために支出した各期の費用を、残	text/nta-tp-audit/bessatsu-pack-11.txt
b-ex24	事例24	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (4) ディスカウント･キャッシュ･フロー法に準ずる方法と同等の方法の適用に当たっての留意事項 【事例２４】（ディスカウント・キャッシュ・フロー法に準ずる方法と同等の方法の	text/nta-tp-audit/bessatsu-pack-12.txt
b-ex25	事例25	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (5) 特定無形資産国外関連取引に係る価格調整措置に関する事例 【事例２５】（特定無形資産国外関連取引に係る価格調整措置） ≪ポイント≫ 特定無形資産国外関連取引の対価の額	text/nta-tp-audit/bessatsu-pack-13.txt
b-ex26	事例26	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (6) その他の事例 【事例２６】（企業グループ内役務提供） ≪ポイント≫ 経営、技術、財務又は営業上の活動その他の法人が行う活動が、国外関連者に対する役務提供 に該当する	text/nta-tp-audit/bessatsu-pack-14.txt
b-ex27	事例27	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (6) その他の事例 【事例２７】（複数年度の考慮） ≪ポイント≫ 複数年度の市況を検討した上で単年度ごとに独立企業間価格の算定を行う事例 ≪前提条件≫ ［取引関係図］ ［	text/nta-tp-audit/bessatsu-pack-15.txt
b-ex28	事例28	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (6) その他の事例 【事例２８】（国外関連者に対する寄附金） ≪ポイント≫ 法人が取引の対価を国外関連者から収受していない場合の取扱いに関する事例（前提条件１は 措置法第	text/nta-tp-audit/bessatsu-pack-15.txt
b-ex29	事例29	第二章 独立企業間価格の算定方法の適用等に係る留意事項に関する事例 (6) その他の事例 【事例２９】（価格調整金等の取扱い） ≪ポイント≫ 法人が国外関連取引を開始した後に遡及して取引価格を改定し、国外関連者に価格調整金等の 支払を行う場	text/nta-tp-audit/bessatsu-pack-15.txt
b-ex30	事例30	第三章 事前確認事例 (6) その他の事例 【事例３０】（目標利益率に一定の範囲を設定する事例） ≪ポイント≫ 確認申出法人が確認対象事業年度において目標とする利益率に一定の範囲を設定する事例 ≪前提条件≫ ［取引関係図］ ［日本］ ［Ｘ国	text/nta-tp-audit/bessatsu-pack-16.txt
b-ex31	事例31	第三章 事前確認事例 (2) 比較対象取引に係る固定された期間のデータを用いて目標利益率の範囲を設定する方法 【事例３１】（重要な前提条件） ≪ポイント≫ 事前確認における重要な事業上又は経済上の諸条件を付すことが妥当と認められる事例 ≪前	text/nta-tp-audit/bessatsu-pack-16.txt
